model,run_id,n_sentences,n_A,share_A,present_A,n_B,share_B,present_B,n_C,share_C,present_C,n_D,share_D,present_D,n_E,share_E,present_E,n_F,share_F,present_F,coverage,tvd,evenness
moonshotai/kimi-k3,moonshotai__kimi-k3__rep01,49,4,0.09090909090909091,True,4,0.09090909090909091,True,19,0.4318181818181818,True,12,0.2727272727272727,True,4,0.09090909090909091,True,1,0.022727272727272728,False,5,0.37121212121212116,0.813136628324198
moonshotai/kimi-k3,moonshotai__kimi-k3__rep02,49,2,0.04878048780487805,True,6,0.14634146341463414,True,17,0.4146341463414634,True,13,0.3170731707317073,True,0,0.0,False,3,0.07317073170731707,True,5,0.39837398373983735,0.7529701629015723
moonshotai/kimi-k3,moonshotai__kimi-k3__rep03,53,3,0.06666666666666667,True,5,0.1111111111111111,True,23,0.5111111111111111,True,11,0.24444444444444444,True,0,0.0,False,3,0.06666666666666667,True,5,0.42222222222222217,0.7214228965353647
moonshotai/kimi-k3,moonshotai__kimi-k3__rep04,54,4,0.0784313725490196,True,6,0.11764705882352941,True,19,0.37254901960784315,True,17,0.3333333333333333,True,0,0.0,False,5,0.09803921568627451,True,5,0.3725490196078431,0.7887002257767121
moonshotai/kimi-k3,moonshotai__kimi-k3__rep05,49,0,0.0,False,6,0.13953488372093023,True,16,0.37209302325581395,True,13,0.3023255813953488,True,3,0.06976744186046512,True,5,0.11627906976744186,True,5,0.3410852713178294,0.8038384355177838
moonshotai/kimi-k3,moonshotai__kimi-k3__rep06,48,1,0.023255813953488372,False,9,0.20930232558139536,True,20,0.46511627906976744,True,8,0.18604651162790697,True,1,0.023255813953488372,False,4,0.09302325581395349,True,4,0.3604651162790698,0.7769578549045023
moonshotai/kimi-k3,moonshotai__kimi-k3__rep07,56,2,0.038461538461538464,True,6,0.11538461538461539,True,22,0.4230769230769231,True,13,0.25,True,4,0.07692307692307693,True,5,0.09615384615384616,True,6,0.3397435897435897,0.8413322309553535
moonshotai/kimi-k3,moonshotai__kimi-k3__rep08,46,4,0.09523809523809523,True,7,0.16666666666666666,True,15,0.35714285714285715,True,11,0.2619047619047619,True,4,0.09523809523809523,True,1,0.023809523809523808,False,5,0.2857142857142857,0.8673676581095778
moonshotai/kimi-k3,moonshotai__kimi-k3__rep09,53,1,0.020833333333333332,False,6,0.125,True,22,0.4583333333333333,True,12,0.25,True,3,0.0625,True,4,0.08333333333333333,True,5,0.375,0.7953572173187474
moonshotai/kimi-k3,moonshotai__kimi-k3__rep10,54,2,0.0425531914893617,True,5,0.10638297872340426,True,17,0.3617021276595745,True,15,0.3191489361702128,True,4,0.0851063829787234,True,4,0.0851063829787234,True,6,0.3475177304964539,0.8507947472400798
z-ai/glm-5.2,z-ai__glm-5.2__rep01,58,7,0.1320754716981132,True,13,0.24528301886792453,True,16,0.3018867924528302,True,13,0.24528301886792453,True,3,0.05660377358490566,True,1,0.018867924528301886,False,5,0.29245283018867924,0.868316522824097
z-ai/glm-5.2,z-ai__glm-5.2__rep02,47,4,0.08695652173913043,True,8,0.17391304347826086,True,16,0.34782608695652173,True,16,0.34782608695652173,True,2,0.043478260869565216,True,0,0.0,False,5,0.3695652173913043,0.774410779678142
z-ai/glm-5.2,z-ai__glm-5.2__rep03,57,6,0.11538461538461539,True,6,0.11538461538461539,True,15,0.28846153846153844,True,19,0.36538461538461536,True,4,0.07692307692307693,True,2,0.038461538461538464,True,6,0.3205128205128205,0.8636439348193212
z-ai/glm-5.2,z-ai__glm-5.2__rep04,55,7,0.1346153846153846,True,8,0.15384615384615385,True,15,0.28846153846153844,True,17,0.3269230769230769,True,2,0.038461538461538464,True,3,0.057692307692307696,True,6,0.282051282051282,0.8773097520644536
z-ai/glm-5.2,z-ai__glm-5.2__rep05,45,1,0.02702702702702703,False,6,0.16216216216216217,True,11,0.2972972972972973,True,17,0.4594594594594595,True,2,0.05405405405405406,True,0,0.0,False,4,0.4234234234234234,0.7078296357615236
z-ai/glm-5.2,z-ai__glm-5.2__rep06,42,1,0.02631578947368421,False,8,0.21052631578947367,True,14,0.3684210526315789,True,10,0.2631578947368421,True,4,0.10526315789473684,True,1,0.02631578947368421,False,4,0.3421052631578947,0.8235790413391101
z-ai/glm-5.2,z-ai__glm-5.2__rep07,52,4,0.08695652173913043,True,8,0.17391304347826086,True,15,0.32608695652173914,True,14,0.30434782608695654,True,4,0.08695652173913043,True,1,0.021739130434782608,False,5,0.30434782608695654,0.8592969842274034
z-ai/glm-5.2,z-ai__glm-5.2__rep08,51,1,0.023255813953488372,False,7,0.16279069767441862,True,17,0.3953488372093023,True,14,0.32558139534883723,True,2,0.046511627906976744,True,2,0.046511627906976744,True,5,0.38759689922480617,0.781695139641917
z-ai/glm-5.2,z-ai__glm-5.2__rep09,50,4,0.08695652173913043,True,10,0.21739130434782608,True,17,0.3695652173913043,True,9,0.1956521739130435,True,5,0.10869565217391304,True,1,0.021739130434782608,False,5,0.2826086956521739,0.8682216205076888
z-ai/glm-5.2,z-ai__glm-5.2__rep10,48,2,0.047619047619047616,True,6,0.14285714285714285,True,18,0.42857142857142855,True,12,0.2857142857142857,True,3,0.07142857142857142,True,1,0.023809523809523808,False,5,0.38095238095238093,0.7933657432312583
