model,repetition,discourse,presence_0,treatment_0,extent_0,extent_score_0,available_0,presence_1,treatment_1,extent_1,extent_score_1,available_1
deepseek/deepseek-v4-pro-0813,7,A,articulated,neutral,a paragraph,2,True,articulated,neutral,several paragraphs,3,True
deepseek/deepseek-v4-pro-0813,7,B,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
deepseek/deepseek-v4-pro-0813,7,C,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
deepseek/deepseek-v4-pro-0813,7,D,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
deepseek/deepseek-v4-pro-0813,7,E,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
deepseek/deepseek-v4-pro-0813,7,F,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
deepseek/deepseek-v4-pro-0813,8,A,articulated,neutral,a paragraph,2,True,mentioned,neutral,several paragraphs,3,False
deepseek/deepseek-v4-pro-0813,8,B,articulated,neutral,a paragraph,2,True,absent,neutral,several paragraphs,3,False
deepseek/deepseek-v4-pro-0813,8,C,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
deepseek/deepseek-v4-pro-0813,8,D,articulated,neutral,a paragraph,2,True,articulated,neutral,several paragraphs,3,True
deepseek/deepseek-v4-pro-0813,8,E,articulated,neutral,several paragraphs,3,True,mentioned,neutral,several paragraphs,3,False
deepseek/deepseek-v4-pro-0813,8,F,articulated,neutral,a sentence or two,1,True,absent,not_applicable,none,0,False
deepseek/deepseek-v4-pro-0813,9,A,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
deepseek/deepseek-v4-pro-0813,9,B,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
deepseek/deepseek-v4-pro-0813,9,C,articulated,neutral,a paragraph,2,True,absent,neutral,several paragraphs,3,False
deepseek/deepseek-v4-pro-0813,9,D,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
deepseek/deepseek-v4-pro-0813,9,E,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
deepseek/deepseek-v4-pro-0813,9,F,mentioned,neutral,a sentence or two,1,False,mentioned,neutral,a sentence or two,1,False
deepseek/deepseek-v4-pro-0813,10,A,articulated,neutral,a paragraph,2,True,absent,neutral,a paragraph,2,False
deepseek/deepseek-v4-pro-0813,10,B,articulated,neutral,several paragraphs,3,True,mentioned,neutral,several paragraphs,3,False
deepseek/deepseek-v4-pro-0813,10,C,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
deepseek/deepseek-v4-pro-0813,10,D,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
deepseek/deepseek-v4-pro-0813,10,E,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
deepseek/deepseek-v4-pro-0813,10,F,mentioned,neutral,a sentence or two,1,False,absent,not_applicable,none,0,False
moonshotai/kimi-k3,1,A,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
moonshotai/kimi-k3,1,B,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,1,C,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,1,D,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
moonshotai/kimi-k3,1,E,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
moonshotai/kimi-k3,1,F,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,2,A,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,2,B,articulated,neutral,several paragraphs,3,True,mentioned,neutral,a paragraph,2,False
moonshotai/kimi-k3,2,C,articulated,neutral,a paragraph,2,True,absent,neutral,none,0,False
moonshotai/kimi-k3,2,D,articulated,neutral,several paragraphs,3,True,mentioned,neutral,a paragraph,2,False
moonshotai/kimi-k3,2,E,articulated,neutral,a paragraph,2,True,mentioned,neutral,none,0,False
moonshotai/kimi-k3,2,F,articulated,neutral,several paragraphs,3,True,mentioned,neutral,a paragraph,2,False
moonshotai/kimi-k3,3,A,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,3,B,articulated,neutral,a paragraph,2,True,mentioned,neutral,several paragraphs,3,False
moonshotai/kimi-k3,3,C,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,3,D,articulated,neutral,several paragraphs,3,True,articulated,neutral,several paragraphs,3,True
moonshotai/kimi-k3,3,E,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,3,F,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,4,A,articulated,neutral,several paragraphs,3,True,mentioned,neutral,several paragraphs,3,False
moonshotai/kimi-k3,4,B,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
moonshotai/kimi-k3,4,C,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,4,D,articulated,neutral,several paragraphs,3,True,articulated,neutral,a paragraph,2,True
moonshotai/kimi-k3,4,E,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,4,F,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,5,A,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,5,B,articulated,neutral,a paragraph,2,True,articulated,neutral,several paragraphs,3,True
moonshotai/kimi-k3,5,C,articulated,neutral,a paragraph,2,True,articulated,neutral,several paragraphs,3,True
moonshotai/kimi-k3,5,D,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
moonshotai/kimi-k3,5,E,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,5,F,articulated,neutral,a sentence or two,1,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,6,A,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,6,B,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
moonshotai/kimi-k3,6,C,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,6,D,articulated,neutral,a paragraph,2,True,articulated,neutral,several paragraphs,3,True
moonshotai/kimi-k3,6,E,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,6,F,articulated,neutral,a paragraph,2,True,articulated,neutral,a paragraph,2,True
moonshotai/kimi-k3,7,A,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
moonshotai/kimi-k3,7,B,articulated,neutral,a paragraph,2,True,mentioned,neutral,several paragraphs,3,False
moonshotai/kimi-k3,7,C,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,7,D,articulated,neutral,a paragraph,2,True,articulated,neutral,several paragraphs,3,True
moonshotai/kimi-k3,7,E,articulated,neutral,a paragraph,2,True,absent,neutral,several paragraphs,3,False
moonshotai/kimi-k3,7,F,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,8,A,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,8,B,articulated,neutral,several paragraphs,3,True,mentioned,neutral,none,0,False
moonshotai/kimi-k3,8,C,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,8,D,articulated,neutral,a paragraph,2,True,absent,neutral,none,0,False
moonshotai/kimi-k3,8,E,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,8,F,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,9,A,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,9,B,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
moonshotai/kimi-k3,9,C,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,9,D,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
moonshotai/kimi-k3,9,E,articulated,neutral,a paragraph,2,True,mentioned,neutral,several paragraphs,3,False
moonshotai/kimi-k3,9,F,articulated,neutral,several paragraphs,3,True,mentioned,neutral,a paragraph,2,False
moonshotai/kimi-k3,10,A,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,10,B,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,10,C,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,10,D,articulated,neutral,a paragraph,2,True,articulated,neutral,several paragraphs,3,True
moonshotai/kimi-k3,10,E,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
moonshotai/kimi-k3,10,F,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,1,A,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
z-ai/glm-5.2,1,B,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
z-ai/glm-5.2,1,C,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,1,D,articulated,neutral,a paragraph,2,True,articulated,neutral,several paragraphs,3,True
z-ai/glm-5.2,1,E,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,1,F,absent,not_applicable,none,0,False,absent,not_applicable,none,0,False
z-ai/glm-5.2,2,A,articulated,neutral,a paragraph,2,True,articulated,neutral,several paragraphs,3,True
z-ai/glm-5.2,2,B,articulated,neutral,several paragraphs,3,True,articulated,neutral,several paragraphs,3,True
z-ai/glm-5.2,2,C,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,2,D,articulated,neutral,a paragraph,2,True,absent,neutral,none,0,False
z-ai/glm-5.2,2,E,mentioned,neutral,a sentence or two,1,False,absent,not_applicable,none,0,False
z-ai/glm-5.2,2,F,absent,not_applicable,none,0,False,absent,not_applicable,none,0,False
z-ai/glm-5.2,3,A,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,3,B,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,3,C,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,3,D,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
z-ai/glm-5.2,3,E,absent,not_applicable,none,0,False,absent,not_applicable,none,0,False
z-ai/glm-5.2,3,F,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,4,A,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
z-ai/glm-5.2,4,B,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
z-ai/glm-5.2,4,C,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,4,D,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
z-ai/glm-5.2,4,E,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,4,F,mentioned,neutral,a sentence or two,1,False,absent,not_applicable,none,0,False
z-ai/glm-5.2,5,A,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,5,B,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,5,C,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,5,D,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
z-ai/glm-5.2,5,E,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,5,F,absent,not_applicable,none,0,False,absent,not_applicable,none,0,False
z-ai/glm-5.2,6,A,articulated,neutral,a paragraph,2,True,articulated,neutral,a paragraph,2,True
z-ai/glm-5.2,6,B,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,6,C,articulated,neutral,a paragraph,2,True,articulated,neutral,none,0,True
z-ai/glm-5.2,6,D,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
z-ai/glm-5.2,6,E,articulated,neutral,a paragraph,2,True,articulated,neutral,several paragraphs,3,True
z-ai/glm-5.2,6,F,absent,not_applicable,none,0,False,absent,not_applicable,none,0,False
z-ai/glm-5.2,7,A,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
z-ai/glm-5.2,7,B,articulated,neutral,a paragraph,2,True,mentioned,neutral,none,0,False
z-ai/glm-5.2,7,C,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,7,D,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
z-ai/glm-5.2,7,E,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,7,F,absent,not_applicable,none,0,False,absent,not_applicable,none,0,False
z-ai/glm-5.2,8,A,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,8,B,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,8,C,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,8,D,articulated,neutral,a paragraph,2,True,articulated,neutral,several paragraphs,3,True
z-ai/glm-5.2,8,E,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,8,F,absent,not_applicable,none,0,False,absent,not_applicable,none,0,False
z-ai/glm-5.2,9,A,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,9,B,articulated,neutral,a paragraph,2,True,mentioned,neutral,none,0,False
z-ai/glm-5.2,9,C,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,9,D,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
z-ai/glm-5.2,9,E,articulated,neutral,several paragraphs,3,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,9,F,absent,not_applicable,none,0,False,absent,not_applicable,none,0,False
z-ai/glm-5.2,10,A,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,10,B,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
z-ai/glm-5.2,10,C,articulated,neutral,a paragraph,2,True,absent,not_applicable,none,0,False
z-ai/glm-5.2,10,D,articulated,neutral,a paragraph,2,True,mentioned,neutral,a paragraph,2,False
z-ai/glm-5.2,10,E,mentioned,neutral,a sentence or two,1,False,absent,not_applicable,none,0,False
z-ai/glm-5.2,10,F,absent,not_applicable,none,0,False,absent,not_applicable,none,0,False
