model,repetition,discourse,presence,treatment,extent,replicates,presence_agreement,treatment_agreement,quote_verified,quote_match,parse_failures,presence_score,extent_score,available,present_any
deepseek/deepseek-v4-pro-0813,7,C,mentioned,neutral,none,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,0,False,True
deepseek/deepseek-v4-pro-0813,8,A,mentioned,neutral,a sentence or two,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,1,False,True
deepseek/deepseek-v4-pro-0813,8,B,articulated,neutral,several paragraphs,3,1.0,1.0,0.6666666666666666,0.7706666666666667,0,2,3,True,True
deepseek/deepseek-v4-pro-0813,8,C,mentioned,neutral,none,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,0,False,True
deepseek/deepseek-v4-pro-0813,9,A,absent,neutral,a paragraph,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,2,False,False
deepseek/deepseek-v4-pro-0813,9,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
deepseek/deepseek-v4-pro-0813,9,C,mentioned,neutral,several paragraphs,3,0.6666666666666666,1.0,1.0,1.0,0,1,3,False,True
deepseek/deepseek-v4-pro-0813,10,A,absent,not_applicable,none,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,0,0,False,False
deepseek/deepseek-v4-pro-0813,10,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
deepseek/deepseek-v4-pro-0813,10,C,mentioned,neutral,a paragraph,3,0.6666666666666666,1.0,1.0,1.0,0,1,2,False,True
moonshotai/kimi-k3,1,A,mentioned,neutral,a paragraph,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,2,False,True
moonshotai/kimi-k3,1,B,articulated,neutral,several paragraphs,3,1.0,1.0,0.6666666666666666,0.6666666666666666,0,2,3,True,True
moonshotai/kimi-k3,1,C,absent,not_applicable,none,3,1.0,1.0,0.0,0.0,0,0,0,False,False
moonshotai/kimi-k3,2,A,absent,not_applicable,none,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,0,0,False,False
moonshotai/kimi-k3,2,B,articulated,neutral,several paragraphs,3,1.0,1.0,0.6666666666666666,0.6666666666666666,0,2,3,True,True
moonshotai/kimi-k3,2,C,mentioned,neutral,a paragraph,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,2,False,True
moonshotai/kimi-k3,3,A,absent,not_applicable,none,3,1.0,1.0,0.0,0.0,0,0,0,False,False
moonshotai/kimi-k3,3,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
moonshotai/kimi-k3,3,C,mentioned,neutral,a paragraph,3,1.0,1.0,1.0,1.0,0,1,2,False,True
moonshotai/kimi-k3,4,A,absent,not_applicable,none,3,1.0,1.0,0.0,0.0,0,0,0,False,False
moonshotai/kimi-k3,4,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
moonshotai/kimi-k3,4,C,mentioned,neutral,none,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,0,False,True
moonshotai/kimi-k3,5,A,absent,not_applicable,none,3,1.0,1.0,0.0,0.0,0,0,0,False,False
moonshotai/kimi-k3,5,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
moonshotai/kimi-k3,5,C,absent,not_applicable,none,3,1.0,1.0,0.0,0.0,0,0,0,False,False
moonshotai/kimi-k3,6,A,absent,not_applicable,none,3,1.0,1.0,0.0,0.0,0,0,0,False,False
moonshotai/kimi-k3,6,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
moonshotai/kimi-k3,6,C,mentioned,neutral,a paragraph,3,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0,1,2,False,True
moonshotai/kimi-k3,7,A,absent,not_applicable,none,3,1.0,1.0,0.0,0.0,0,0,0,False,False
moonshotai/kimi-k3,7,B,absent,neutral,several paragraphs,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,3,False,False
moonshotai/kimi-k3,7,C,absent,neutral,none,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,False,False
moonshotai/kimi-k3,8,A,mentioned,neutral,none,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,1,0,False,True
moonshotai/kimi-k3,8,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
moonshotai/kimi-k3,8,C,absent,not_applicable,none,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,0,0,False,False
moonshotai/kimi-k3,9,A,absent,neutral,a paragraph,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,2,False,False
moonshotai/kimi-k3,9,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
moonshotai/kimi-k3,9,C,articulated,neutral,several paragraphs,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,2,3,True,True
moonshotai/kimi-k3,10,A,mentioned,neutral,a sentence or two,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,1,False,True
moonshotai/kimi-k3,10,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
moonshotai/kimi-k3,10,C,articulated,neutral,several paragraphs,3,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0,2,3,True,True
z-ai/glm-5.2,1,A,articulated,neutral,a paragraph,3,1.0,1.0,1.0,1.0,0,2,2,True,True
z-ai/glm-5.2,1,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
z-ai/glm-5.2,1,C,absent,not_applicable,none,3,1.0,1.0,0.0,0.0,0,0,0,False,False
z-ai/glm-5.2,2,A,mentioned,neutral,a paragraph,3,1.0,1.0,1.0,1.0,0,1,2,False,True
z-ai/glm-5.2,2,B,articulated,neutral,several paragraphs,3,1.0,1.0,0.6666666666666666,0.7786666666666667,0,2,3,True,True
z-ai/glm-5.2,2,C,mentioned,neutral,a paragraph,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,2,False,True
z-ai/glm-5.2,3,A,articulated,neutral,a paragraph,3,1.0,1.0,1.0,1.0,0,2,2,True,True
z-ai/glm-5.2,3,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
z-ai/glm-5.2,3,C,absent,not_applicable,none,3,1.0,1.0,0.0,0.0,0,0,0,False,False
z-ai/glm-5.2,4,A,absent,not_applicable,none,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,0,0,False,False
z-ai/glm-5.2,4,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
z-ai/glm-5.2,4,C,absent,not_applicable,none,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,0,0,False,False
z-ai/glm-5.2,5,A,absent,not_applicable,none,3,1.0,1.0,0.0,0.0,0,0,0,False,False
z-ai/glm-5.2,5,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
z-ai/glm-5.2,5,C,absent,not_applicable,none,3,1.0,1.0,0.0,0.0,0,0,0,False,False
z-ai/glm-5.2,6,A,absent,not_applicable,none,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,0,0,False,False
z-ai/glm-5.2,6,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
z-ai/glm-5.2,6,C,mentioned,neutral,a paragraph,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,2,False,True
z-ai/glm-5.2,7,A,mentioned,neutral,a paragraph,3,1.0,1.0,1.0,1.0,0,1,2,False,True
z-ai/glm-5.2,7,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
z-ai/glm-5.2,7,C,absent,not_applicable,none,3,1.0,1.0,0.0,0.0,0,0,0,False,False
z-ai/glm-5.2,8,A,absent,not_applicable,none,3,1.0,1.0,0.0,0.0,0,0,0,False,False
z-ai/glm-5.2,8,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
z-ai/glm-5.2,8,C,absent,not_applicable,none,3,1.0,1.0,0.0,0.0,0,0,0,False,False
z-ai/glm-5.2,9,A,absent,not_applicable,none,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,0,0,False,False
z-ai/glm-5.2,9,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
z-ai/glm-5.2,9,C,mentioned,neutral,none,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,0,False,True
z-ai/glm-5.2,10,A,absent,not_applicable,none,3,1.0,1.0,0.0,0.0,0,0,0,False,False
z-ai/glm-5.2,10,B,articulated,neutral,several paragraphs,3,1.0,1.0,1.0,1.0,0,2,3,True,True
z-ai/glm-5.2,10,C,absent,not_applicable,none,3,1.0,1.0,0.0,0.0,0,0,0,False,False
